record_type,mapping_status,old_goodfire_label,feature_index,evidence_method,source_root,source_file,source_commit,blob_sha,paper_label_count_in_blob,paper_labels_sample
exact_mapping_evidence,exact_feature_index_match,Executing potentially risky operations that require caution,4237,csv_model_controller,release_repo,release_repo/data/raw/games/safe_risky/results_20251008_225522/safe_risky_lite_steering_110.csv,126fe2ba153cc2dffe6b29dfc13665bc99d8fc82,c9746a3d89055dbf98577a0e369b064f9c220f4f,,
exact_mapping_evidence,exact_feature_index_match,Executing potentially risky operations that require caution,4237,csv_model_controller,release_repo,release_repo/data/raw/games/safe_risky/results_20251008_225522/safe_risky_lite_steering_115.csv,126fe2ba153cc2dffe6b29dfc13665bc99d8fc82,43e4926591bbd0c148800612305fa71897e47653,,
exact_mapping_evidence,exact_feature_index_match,Executing potentially risky operations that require caution,4237,csv_model_controller,release_repo,release_repo/data/raw/games/safe_risky/results_20251008_225522/safe_risky_lite_steering_120.csv,126fe2ba153cc2dffe6b29dfc13665bc99d8fc82,505f1db405c5229e165ee6a2c7a6fb8997e80813,,
exact_mapping_evidence,exact_feature_index_match,Executing potentially risky operations that require caution,4237,csv_model_controller,release_repo,release_repo/data/raw/games/safe_risky/results_20251008_225522/safe_risky_lite_steering_125.csv,126fe2ba153cc2dffe6b29dfc13665bc99d8fc82,11d2b1fa26a8de07a2962d02242d53da8c1231a4,,
exact_mapping_evidence,exact_feature_index_match,Executing potentially risky operations that require caution,4237,csv_model_controller,release_repo,release_repo/data/raw/games/safe_risky/results_20251008_225522/safe_risky_lite_steering_130.csv,126fe2ba153cc2dffe6b29dfc13665bc99d8fc82,a2be8752fe7c3687ca736fb2cac602191c48f7b4,,
exact_mapping_evidence,exact_feature_index_match,Executing potentially risky operations that require caution,4237,csv_model_controller,release_repo,release_repo/data/raw/games/safe_risky/results_20251008_225522/safe_risky_lite_steering_135.csv,126fe2ba153cc2dffe6b29dfc13665bc99d8fc82,b89555e4db559d1c8b08595b391808b521bb1918,,
exact_mapping_evidence,exact_feature_index_match,Executing potentially risky operations that require caution,4237,csv_model_controller,release_repo,release_repo/data/raw/games/safe_risky/results_20251008_225522/safe_risky_lite_steering_140.csv,126fe2ba153cc2dffe6b29dfc13665bc99d8fc82,09f7069401b9b69d06f5f8da1f4fff38a15446a0,,
exact_mapping_evidence,exact_feature_index_match,Executing potentially risky operations that require caution,4237,csv_model_controller,release_repo,release_repo/data/raw/games/safe_risky/results_20251008_225522/safe_risky_lite_steering_145.csv,126fe2ba153cc2dffe6b29dfc13665bc99d8fc82,531aac4539dc1df73b5154b75b73a1eea7e37eed,,
exact_mapping_evidence,exact_feature_index_match,Executing potentially risky operations that require caution,4237,csv_model_controller,release_repo,release_repo/data/raw/games/safe_risky/results_20251008_225522/safe_risky_lite_steering_15.csv,126fe2ba153cc2dffe6b29dfc13665bc99d8fc82,9e27f950e78c04ad0927ab85fff874ddd057fec7,,
exact_mapping_evidence,exact_feature_index_match,Executing potentially risky operations that require caution,4237,csv_model_controller,release_repo,release_repo/data/raw/games/safe_risky/results_20251008_225522/safe_risky_lite_steering_150.csv,126fe2ba153cc2dffe6b29dfc13665bc99d8fc82,c2ad482e0002330abd2366b2fc2a5776a35c43c2,,
exact_mapping_evidence,exact_feature_index_match,Executing potentially risky operations that require caution,4237,csv_model_controller,release_repo,release_repo/data/raw/games/safe_risky/results_20251008_225522/safe_risky_lite_steering_155.csv,126fe2ba153cc2dffe6b29dfc13665bc99d8fc82,337ba4b917603824702edf75bd0ea8c7cedabc26,,
exact_mapping_evidence,exact_feature_index_match,Executing potentially risky operations that require caution,4237,csv_model_controller,release_repo,release_repo/data/raw/games/safe_risky/results_20251008_225522/safe_risky_lite_steering_160.csv,126fe2ba153cc2dffe6b29dfc13665bc99d8fc82,36ea5de13aec1194984b72419d862e535b775289,,
exact_mapping_evidence,exact_feature_index_match,Executing potentially risky operations that require caution,4237,csv_model_controller,release_repo,release_repo/data/raw/games/safe_risky/results_20251008_225522/safe_risky_lite_steering_165.csv,126fe2ba153cc2dffe6b29dfc13665bc99d8fc82,0e8bad45602b515b9ccb7668bb921eb58c80d207,,
exact_mapping_evidence,exact_feature_index_match,Executing potentially risky operations that require caution,4237,csv_model_controller,release_repo,release_repo/data/raw/games/safe_risky/results_20251008_225522/safe_risky_lite_steering_170.csv,126fe2ba153cc2dffe6b29dfc13665bc99d8fc82,4a926f206c1481543c109a51efd4a7dd8b7f2caf,,
exact_mapping_evidence,exact_feature_index_match,Executing potentially risky operations that require caution,4237,csv_model_controller,release_repo,release_repo/data/raw/games/safe_risky/results_20251008_225522/safe_risky_lite_steering_175.csv,126fe2ba153cc2dffe6b29dfc13665bc99d8fc82,f280c48c5eeebc06b23e1187470735c5d2942716,,
exact_mapping_evidence,exact_feature_index_match,Executing potentially risky operations that require caution,4237,csv_model_controller,release_repo,release_repo/data/raw/games/safe_risky/results_20251008_225522/safe_risky_lite_steering_180.csv,126fe2ba153cc2dffe6b29dfc13665bc99d8fc82,5040f0847e7ba7d85b723f9f024730cde7c91224,,
exact_mapping_evidence,exact_feature_index_match,Executing potentially risky operations that require caution,4237,csv_model_controller,release_repo,release_repo/data/raw/games/safe_risky/results_20251008_225522/safe_risky_lite_steering_20.csv,126fe2ba153cc2dffe6b29dfc13665bc99d8fc82,1a6d465738574e5b52ffc9ca65505adc3d81c148,,
exact_mapping_evidence,exact_feature_index_match,Executing potentially risky operations that require caution,4237,csv_model_controller,release_repo,release_repo/data/raw/games/safe_risky/results_20251008_225522/safe_risky_lite_steering_25.csv,126fe2ba153cc2dffe6b29dfc13665bc99d8fc82,d79df594b16957fd93724db54fb6a786fa7f5559,,
exact_mapping_evidence,exact_feature_index_match,Executing potentially risky operations that require caution,4237,csv_model_controller,release_repo,release_repo/data/raw/games/safe_risky/results_20251008_225522/safe_risky_lite_steering_30.csv,126fe2ba153cc2dffe6b29dfc13665bc99d8fc82,1cfebe9e413d4889037da36940c400bb6ab32992,,
exact_mapping_evidence,exact_feature_index_match,Executing potentially risky operations that require caution,4237,csv_model_controller,release_repo,release_repo/data/raw/games/safe_risky/results_20251008_225522/safe_risky_lite_steering_35.csv,126fe2ba153cc2dffe6b29dfc13665bc99d8fc82,600035164ba9cae34fff3eeed5cf83edc716e4a9,,
exact_mapping_evidence,exact_feature_index_match,Executing potentially risky operations that require caution,4237,csv_model_controller,release_repo,release_repo/data/raw/games/safe_risky/results_20251008_225522/safe_risky_lite_steering_40.csv,126fe2ba153cc2dffe6b29dfc13665bc99d8fc82,9b05b90323768c54b27b957127dcaedac5de2bf6,,
exact_mapping_evidence,exact_feature_index_match,Executing potentially risky operations that require caution,4237,csv_model_controller,release_repo,release_repo/data/raw/games/safe_risky/results_20251008_225522/safe_risky_lite_steering_45.csv,126fe2ba153cc2dffe6b29dfc13665bc99d8fc82,6c8ea066172f9910528a55c938256036802187d6,,
exact_mapping_evidence,exact_feature_index_match,Executing potentially risky operations that require caution,4237,csv_model_controller,release_repo,release_repo/data/raw/games/safe_risky/results_20251008_225522/safe_risky_lite_steering_50.csv,126fe2ba153cc2dffe6b29dfc13665bc99d8fc82,bfd5a0eb3efc6cdd50275f0b8dc0c0d4d98c8df6,,
exact_mapping_evidence,exact_feature_index_match,Executing potentially risky operations that require caution,4237,csv_model_controller,release_repo,release_repo/data/raw/games/safe_risky/results_20251008_225522/safe_risky_lite_steering_55.csv,126fe2ba153cc2dffe6b29dfc13665bc99d8fc82,c116b1fae5db2593922950c0d60c1733953ba13f,,
exact_mapping_evidence,exact_feature_index_match,Executing potentially risky operations that require caution,4237,csv_model_controller,release_repo,release_repo/data/raw/games/safe_risky/results_20251008_225522/safe_risky_lite_steering_60.csv,126fe2ba153cc2dffe6b29dfc13665bc99d8fc82,585ec648aeeb950c3ec0f6f6cc74e80f54d6798e,,
exact_mapping_evidence,exact_feature_index_match,Executing potentially risky operations that require caution,4237,csv_model_controller,release_repo,release_repo/data/raw/games/safe_risky/results_20251008_225522/safe_risky_lite_steering_65.csv,126fe2ba153cc2dffe6b29dfc13665bc99d8fc82,48409dfa6678bded5e8aa244a38995bf48426bb8,,
exact_mapping_evidence,exact_feature_index_match,Executing potentially risky operations that require caution,4237,csv_model_controller,release_repo,release_repo/data/raw/games/safe_risky/results_20251008_225522/safe_risky_lite_steering_70.csv,126fe2ba153cc2dffe6b29dfc13665bc99d8fc82,c2c40cd4a7cf60569a781ad41eadd7bf2195ae37,,
exact_mapping_evidence,exact_feature_index_match,Executing potentially risky operations that require caution,4237,csv_model_controller,release_repo,release_repo/data/raw/games/safe_risky/results_20251008_225522/safe_risky_lite_steering_75.csv,126fe2ba153cc2dffe6b29dfc13665bc99d8fc82,f0e40ba4745bda827756fbf3cd1e2599b8402f6b,,
exact_mapping_evidence,exact_feature_index_match,Executing potentially risky operations that require caution,4237,csv_model_controller,release_repo,release_repo/data/raw/games/safe_risky/results_20251008_225522/safe_risky_lite_steering_80.csv,126fe2ba153cc2dffe6b29dfc13665bc99d8fc82,6759851f11d7c27a279a8cc5f663a7960649d37f,,
exact_mapping_evidence,exact_feature_index_match,Executing potentially risky operations that require caution,4237,csv_model_controller,release_repo,release_repo/data/raw/games/safe_risky/results_20251008_225522/safe_risky_lite_steering_85.csv,126fe2ba153cc2dffe6b29dfc13665bc99d8fc82,a2144046bcab75551b51af6d51084f8bc2ffdb9c,,
exact_mapping_evidence,exact_feature_index_match,Executing potentially risky operations that require caution,4237,csv_model_controller,release_repo,release_repo/data/raw/games/safe_risky/results_20251008_225522/safe_risky_lite_steering_90.csv,126fe2ba153cc2dffe6b29dfc13665bc99d8fc82,c3f0b0d25ff05f4b31159af68281256cbc188ff9,,
exact_mapping_evidence,exact_feature_index_match,Executing potentially risky operations that require caution,4237,csv_model_controller,release_repo,release_repo/data/raw/games/safe_risky/results_20251008_225522/safe_risky_lite_steering_95.csv,126fe2ba153cc2dffe6b29dfc13665bc99d8fc82,0123c23c900a79b64c78126b54e6a7fee94fb891,,
exact_mapping_evidence,exact_feature_index_match,Executing potentially risky operations that require caution,4237,csv_model_controller,release_repo,release_repo/data/raw/games/safe_risky/results_20251008_225522/safe_risky_steering_10.csv,126fe2ba153cc2dffe6b29dfc13665bc99d8fc82,b68f050b74b2b808f7527f0a255e33a58c0eb265,,
exact_mapping_evidence,exact_feature_index_match,Executing potentially risky operations that require caution,4237,csv_model_controller,release_repo,release_repo/data/raw/games/safe_risky/results_20251008_225522/safe_risky_steering_100.csv,126fe2ba153cc2dffe6b29dfc13665bc99d8fc82,16a98b7f6f1dd0ba4102681c17c0cda50a603da9,,
exact_mapping_evidence,exact_feature_index_match,Executing potentially risky operations that require caution,4237,csv_model_controller,release_repo,release_repo/data/raw/games/safe_risky/results_20251008_225522/safe_risky_steering_105.csv,126fe2ba153cc2dffe6b29dfc13665bc99d8fc82,1d5c1535a0e4b567bf600b208be559a256bd4c2d,,
exact_mapping_evidence,exact_feature_index_match,Executing potentially risky operations that require caution,4237,csv_model_controller,release_repo,release_repo/data/raw/games/safe_risky/results_20251008_225522/safe_risky_steering_110.csv,126fe2ba153cc2dffe6b29dfc13665bc99d8fc82,a17959c862739ae59e22d0597f17b966e7eb2c8d,,
exact_mapping_evidence,exact_feature_index_match,Executing potentially risky operations that require caution,4237,csv_model_controller,release_repo,release_repo/data/raw/games/safe_risky/results_20251008_225522/safe_risky_steering_115.csv,126fe2ba153cc2dffe6b29dfc13665bc99d8fc82,3511b8e077ab7244fc90d6bb7e434229ed0c204f,,
exact_mapping_evidence,exact_feature_index_match,Executing potentially risky operations that require caution,4237,csv_model_controller,release_repo,release_repo/data/raw/games/safe_risky/results_20251008_225522/safe_risky_steering_120.csv,126fe2ba153cc2dffe6b29dfc13665bc99d8fc82,890548fb1307c3fffd27d0155e97930d5ad6923e,,
