task,condition,reward,rank,feature_index,mean_activation,std_activation,nonzero_count,n_response_units,feature_label
ultimatum_response,dose_altruism_01,20,5,19310,4.25,0.0,40,40,rejected or denied
ultimatum_response,dose_altruism_01,20,6,29461,3.953125,0.0,40,40,better financial offers
ultimatum_response,dose_altruism_01,20,7,45326,3.921875,0.0,40,40,equal opportunity and representation
ultimatum_response,dose_altruism_01,20,8,36182,3.921875,0.0,40,40,linking words after punctuation
ultimatum_response,dose_altruism_01,20,9,5546,3.796875,0.0,40,40,fair distribution
ultimatum_response,dose_altruism_01,20,10,238,3.765625,0.0,40,40,accept and its forms
ultimatum_response,dose_altruism_01,25,1,11391,6.375,0.0,40,40,if ... were statements
ultimatum_response,dose_altruism_01,25,2,60228,5.96875,0.0,40,40,"artificial intelligence, such as, due to"
ultimatum_response,dose_altruism_01,25,3,26699,4.625,0.0,40,40,making a choice
ultimatum_response,dose_altruism_01,25,4,50689,4.53125,0.0,40,40,maximum limit payoff
ultimatum_response,dose_altruism_01,25,5,19310,4.28125,0.0,40,40,rejected or denied
ultimatum_response,dose_altruism_01,25,6,29461,3.9375,0.0,40,40,better financial offers
ultimatum_response,dose_altruism_01,25,7,36182,3.9375,0.0,40,40,linking words after punctuation
ultimatum_response,dose_altruism_01,25,8,45326,3.875,0.0,40,40,equal opportunity and representation
ultimatum_response,dose_altruism_01,25,9,24356,3.8125,0.0,40,40,explaining a reason
ultimatum_response,dose_altruism_01,25,10,238,3.796875,0.0,40,40,accept and its forms
ultimatum_response,dose_altruism_01,30,1,11391,6.375,0.0,40,40,if ... were statements
ultimatum_response,dose_altruism_01,30,2,60228,6.03125,0.0,40,40,"artificial intelligence, such as, due to"
ultimatum_response,dose_altruism_01,30,3,26699,4.625,0.0,40,40,making a choice
ultimatum_response,dose_altruism_01,30,4,50689,4.5625,0.0,40,40,maximum limit payoff
ultimatum_response,dose_altruism_01,30,5,19310,4.28125,0.0,40,40,rejected or denied
ultimatum_response,dose_altruism_01,30,6,29461,3.953125,0.0,40,40,better financial offers
ultimatum_response,dose_altruism_01,30,7,36182,3.9375,0.0,40,40,linking words after punctuation
ultimatum_response,dose_altruism_01,30,8,45326,3.875,0.0,40,40,equal opportunity and representation
ultimatum_response,dose_altruism_01,30,9,24356,3.8125,0.0,40,40,explaining a reason
ultimatum_response,dose_altruism_01,30,10,238,3.796875,0.0,40,40,accept and its forms
ultimatum_response,dose_altruism_01,35,1,11391,6.375,0.0,40,40,if ... were statements
ultimatum_response,dose_altruism_01,35,2,60228,5.625,0.0,40,40,"artificial intelligence, such as, due to"
ultimatum_response,dose_altruism_01,35,3,2291,5.362109375,2.6163336993524333,40,40,rather than
ultimatum_response,dose_altruism_01,35,4,42888,4.8765625,2.4382906369973094,32,40,rational and logical reasoning
ultimatum_response,dose_altruism_01,35,5,26699,4.625,0.0,40,40,making a choice
ultimatum_response,dose_altruism_01,35,6,50689,4.59375,0.0,40,40,maximum limit payoff
ultimatum_response,dose_altruism_01,35,7,28802,4.53828125,0.4296015539045293,40,40,contrast conjunctions like while or although
ultimatum_response,dose_altruism_01,35,8,19310,4.25,0.0,40,40,rejected or denied
ultimatum_response,dose_altruism_01,35,9,29461,3.984375,0.0,40,40,better financial offers
ultimatum_response,dose_altruism_01,35,10,36182,3.984375,0.0,40,40,linking words after punctuation
ultimatum_response,dose_altruism_01,40,1,11391,6.375,0.0,40,40,if ... were statements
ultimatum_response,dose_altruism_01,40,2,60228,6.03125,0.0,40,40,"artificial intelligence, such as, due to"
ultimatum_response,dose_altruism_01,40,3,26699,4.625,0.0,40,40,making a choice
ultimatum_response,dose_altruism_01,40,4,50689,4.59375,0.0,40,40,maximum limit payoff
ultimatum_response,dose_altruism_01,40,5,19310,4.25,0.0,40,40,rejected or denied
ultimatum_response,dose_altruism_01,40,6,28802,4.0078125,0.6171875,40,40,contrast conjunctions like while or although
ultimatum_response,dose_altruism_01,40,7,36182,3.96875,0.0,40,40,linking words after punctuation
ultimatum_response,dose_altruism_01,40,8,29461,3.953125,0.0,40,40,better financial offers
ultimatum_response,dose_altruism_01,40,9,238,3.84375,0.0,40,40,accept and its forms
ultimatum_response,dose_altruism_01,40,10,24356,3.84375,0.0,40,40,explaining a reason
ultimatum_response,dose_altruism_01,45,1,60228,8.8125,0.0,40,40,"artificial intelligence, such as, due to"
ultimatum_response,dose_altruism_01,45,2,11391,6.375,0.0,40,40,if ... were statements
ultimatum_response,dose_altruism_01,45,3,42888,5.46875,0.0,40,40,rational and logical reasoning
ultimatum_response,dose_altruism_01,45,4,28802,4.65625,0.0,40,40,contrast conjunctions like while or although
ultimatum_response,dose_altruism_01,45,5,20484,4.625,0.0,40,40,providing...with
ultimatum_response,dose_altruism_01,45,6,26699,4.625,0.0,40,40,making a choice
ultimatum_response,dose_altruism_01,45,7,50689,4.59375,0.0,40,40,maximum limit payoff
ultimatum_response,dose_altruism_01,45,8,53638,4.53125,0.0,40,40,total quantities
ultimatum_response,dose_altruism_01,45,9,24592,4.375,0.0,40,40,maximize benefits or outcomes
ultimatum_response,dose_altruism_01,45,10,19310,4.25,0.0,40,40,rejected or denied
ultimatum_response,dose_altruism_01,50,1,11391,6.3086669921875,0.9997180633666616,40,40,if ... were statements
ultimatum_response,dose_altruism_01,50,2,26699,4.625,0.0,40,40,making a choice
ultimatum_response,dose_altruism_01,50,3,19310,4.2875,0.3512811374099158,40,40,rejected or denied
ultimatum_response,dose_altruism_01,50,4,60228,4.23046875,0.12197261715621871,40,40,"artificial intelligence, such as, due to"
ultimatum_response,dose_altruism_01,50,5,58909,4.14569091796875,0.6514100084999306,40,40,fair and
ultimatum_response,dose_altruism_01,50,6,18259,4.0185546875,0.46959457605144206,40,40,"comparisons with ""than"""
ultimatum_response,dose_altruism_01,50,7,36182,3.984375,0.0,40,40,linking words after punctuation
ultimatum_response,dose_altruism_01,50,8,24356,3.9375,0.0,40,40,explaining a reason
ultimatum_response,dose_altruism_01,50,9,29461,3.921875,0.0,40,40,better financial offers
ultimatum_response,dose_altruism_01,50,10,238,3.90625,0.0,40,40,accept and its forms
ultimatum_response,dose_altruism_01,55,1,27146,4.63671875,1.752713960002013,35,40,both parties' interests
ultimatum_response,dose_altruism_01,55,2,26699,4.625,0.0,40,40,making a choice
ultimatum_response,dose_altruism_01,55,3,50689,4.515625,0.027063293868263706,40,40,maximum limit payoff
ultimatum_response,dose_altruism_01,55,4,5107,4.3984375,1.6676897088018952,35,40,result in outcomes
ultimatum_response,dose_altruism_01,55,5,36182,4.0546875,0.013531646934131853,40,40,linking words after punctuation
ultimatum_response,dose_altruism_01,55,6,29461,4.03515625,0.08584867568685903,40,40,better financial offers
ultimatum_response,dose_altruism_01,55,7,14161,4.01171875,0.015128841196122723,40,40,significant impact or contribution
ultimatum_response,dose_altruism_01,55,8,3578,3.984375,1.5060100950026862,35,40,presence of any
ultimatum_response,dose_altruism_01,55,9,24356,3.95703125,0.02029747040119778,40,40,explaining a reason
ultimatum_response,dose_altruism_01,55,10,238,3.890625,0.0,40,40,accept and its forms
ultimatum_response,dose_altruism_01,60,1,5107,4.7953125,0.3087232718694096,40,40,result in outcomes
ultimatum_response,dose_altruism_01,60,2,26699,4.625,0.0,40,40,making a choice
ultimatum_response,dose_altruism_01,60,3,50689,4.5,0.0,40,40,maximum limit payoff
ultimatum_response,dose_altruism_01,60,4,27146,4.3828125,2.0185752391461036,33,40,both parties' interests
ultimatum_response,dose_altruism_01,60,5,29461,4.09375,0.0,40,40,better financial offers
ultimatum_response,dose_altruism_01,60,6,36182,4.0,0.0,40,40,linking words after punctuation
ultimatum_response,dose_altruism_01,60,7,14161,3.984375,0.0,40,40,significant impact or contribution
ultimatum_response,dose_altruism_01,60,8,24356,3.953125,0.0,40,40,explaining a reason
ultimatum_response,dose_altruism_01,60,9,238,3.90625,0.0,40,40,accept and its forms
ultimatum_response,dose_altruism_01,60,10,3578,3.7765380859375,1.706512412653112,40,40,presence of any
ultimatum_response,dose_altruism_01,65,1,27146,5.3125,0.0,40,40,both parties' interests
ultimatum_response,dose_altruism_01,65,2,5107,4.9375,0.0,40,40,result in outcomes
ultimatum_response,dose_altruism_01,65,3,26699,4.625,0.0,40,40,making a choice
ultimatum_response,dose_altruism_01,65,4,3578,4.53125,0.0,40,40,presence of any
ultimatum_response,dose_altruism_01,65,5,50689,4.5,0.0,40,40,maximum limit payoff
ultimatum_response,dose_altruism_01,65,6,29461,4.09375,0.0,40,40,better financial offers
ultimatum_response,dose_altruism_01,65,7,36182,4.03125,0.0,40,40,linking words after punctuation
ultimatum_response,dose_altruism_01,65,8,14161,3.984375,0.0,40,40,significant impact or contribution
ultimatum_response,dose_altruism_01,65,9,24356,3.953125,0.0,40,40,explaining a reason
ultimatum_response,dose_altruism_01,65,10,238,3.890625,0.0,40,40,accept and its forms
ultimatum_response,dose_altruism_01,70,1,26699,4.59375,0.0,40,40,making a choice
ultimatum_response,dose_altruism_01,70,2,50689,4.4390625,0.009757809372308171,40,40,maximum limit payoff
ultimatum_response,dose_altruism_01,70,3,5107,4.2328125,0.26918115850437146,40,40,result in outcomes
ultimatum_response,dose_altruism_01,70,4,19310,4.073828125,0.2230051405788856,40,40,rejected or denied
ultimatum_response,dose_altruism_01,70,5,29461,4.059765625,0.017076166401916393,40,40,better financial offers
ultimatum_response,dose_altruism_01,70,6,60228,4.05390625,0.48357986652122764,40,40,"artificial intelligence, such as, due to"
ultimatum_response,dose_altruism_01,70,7,14161,4.00078125,0.00487890468597204,40,40,significant impact or contribution
ultimatum_response,dose_altruism_01,70,8,36182,3.999609375,0.002439452343168065,40,40,linking words after punctuation
ultimatum_response,dose_altruism_01,70,9,24356,3.9515625,0.009757809372490215,40,40,explaining a reason
ultimatum_response,dose_altruism_01,70,10,238,3.890625,0.0,40,40,accept and its forms
ultimatum_response,dose_altruism_01,75,1,5107,4.671875,0.358013726168425,40,40,result in outcomes
ultimatum_response,dose_altruism_01,75,2,26699,4.625,0.0,40,40,making a choice
ultimatum_response,dose_altruism_01,75,3,50689,4.46875,0.0,40,40,maximum limit payoff
ultimatum_response,dose_altruism_01,75,4,29461,4.053125,0.014320549046831272,40,40,better financial offers
ultimatum_response,dose_altruism_01,75,5,36182,4.03125,0.0,40,40,linking words after punctuation
ultimatum_response,dose_altruism_01,75,6,14161,4.0,0.0,40,40,significant impact or contribution
ultimatum_response,dose_altruism_01,75,7,24356,3.984375,0.0,40,40,explaining a reason
ultimatum_response,dose_altruism_01,75,8,238,3.890625,0.0,40,40,accept and its forms
ultimatum_response,dose_altruism_01,75,9,45326,3.703125,0.0,40,40,equal opportunity and representation
ultimatum_response,dose_altruism_01,75,10,27146,3.696875,2.420172788898553,28,40,both parties' interests
ultimatum_response,dose_altruism_01,80,1,26699,4.625,0.0,40,40,making a choice
ultimatum_response,dose_altruism_01,80,2,50689,4.45,0.024999999999988632,40,40,maximum limit payoff
ultimatum_response,dose_altruism_01,80,3,5107,4.3171875,0.2995398489245608,40,40,result in outcomes
ultimatum_response,dose_altruism_01,80,4,19310,4.103515625,0.19993552122242905,40,40,rejected or denied
ultimatum_response,dose_altruism_01,80,5,29461,4.01484375,0.03762187227453194,40,40,better financial offers
ultimatum_response,dose_altruism_01,80,6,36182,3.996875,0.006249999999926104,40,40,linking words after punctuation
ultimatum_response,dose_altruism_01,80,7,14161,3.99375,0.018750000000015157,40,40,significant impact or contribution
ultimatum_response,dose_altruism_01,80,8,24356,3.953125,0.03125,40,40,explaining a reason
ultimatum_response,dose_altruism_01,80,9,238,3.90625,0.0,40,40,accept and its forms
ultimatum_response,dose_altruism_01,80,10,60228,3.82890625,0.592421931664576,40,40,"artificial intelligence, such as, due to"
ultimatum_response,dose_altruism_01,85,1,5107,5.92890625,0.2825480030427342,40,40,result in outcomes
ultimatum_response,dose_altruism_01,85,2,27146,5.32578125,0.8535566530470791,39,40,both parties' interests
ultimatum_response,dose_altruism_01,85,3,26699,4.59375,0.0,40,40,making a choice
ultimatum_response,dose_altruism_01,85,4,3578,4.47679443359375,0.7055118990108589,40,40,presence of any
ultimatum_response,dose_altruism_01,85,5,52111,4.45234375,1.267802669345053,37,40,relatively followed by description
ultimatum_response,dose_altruism_01,85,6,50689,4.44375,0.018750000000109898,40,40,maximum limit payoff
ultimatum_response,dose_altruism_01,85,7,14161,4.0609375,0.009757809372490215,40,40,significant impact or contribution
ultimatum_response,dose_altruism_01,85,8,36182,4.028125,0.009374999999818102,40,40,linking words after punctuation
ultimatum_response,dose_altruism_01,85,9,24356,3.9796875,0.014062500000042949,40,40,explaining a reason
ultimatum_response,dose_altruism_01,85,10,238,3.90625,0.0,40,40,accept and its forms
ultimatum_response,dose_altruism_01,90,1,5107,6.0546875,0.02495112409786697,40,40,result in outcomes
ultimatum_response,dose_altruism_01,90,2,27146,5.5015625,0.009757809372308171,40,40,both parties' interests
ultimatum_response,dose_altruism_01,90,3,52111,4.71875,0.0,40,40,relatively followed by description
ultimatum_response,dose_altruism_01,90,4,26699,4.59375,0.0,40,40,making a choice
ultimatum_response,dose_altruism_01,90,5,3578,4.5734375,0.023747943990016996,40,40,presence of any
ultimatum_response,dose_altruism_01,90,6,50689,4.4578125,0.023747943989867393,40,40,maximum limit payoff
ultimatum_response,dose_altruism_01,90,7,14161,4.06171875,0.004878904686700219,40,40,significant impact or contribution
ultimatum_response,dose_altruism_01,90,8,36182,4.00546875,0.011873971994821497,40,40,linking words after punctuation
ultimatum_response,dose_altruism_01,90,9,238,3.921875,0.0,40,40,accept and its forms
ultimatum_response,dose_altruism_01,90,10,24356,3.921875,0.0,40,40,explaining a reason
