task,condition,feature_index,mean_activation,std_activation,nonzero_count,n_response_units,feature_label,reward
ultimatum_response,steering,29461,3.904296875,0.10809448517204462,8,8,better financial offers,10
ultimatum_response,steering,24356,3.703125,0.0,8,8,explaining a reason,10
ultimatum_response,steering,50689,3.6796875,0.020669932117692115,8,8,maximum limit payoff,10
ultimatum_response,steering,10313,3.505859375,0.15914074005886858,8,8,"refusal, rejection, denied",10
ultimatum_response,steering,25885,3.48828125,0.13435455876499874,8,8,such followed by a noun,10
ultimatum_response,steering,32595,3.328125,0.0,8,8,ratios and scores,10
ultimatum_response,steering,28895,3.3125,0.0,8,8,explanation or reason,10
ultimatum_response,steering,29014,3.125,0.0,8,8,such a/an adjective,10
ultimatum_response,steering,238,3.125,0.0,8,8,accept and its forms,10
ultimatum_response,steering,19310,3.078125,0.0,8,8,rejected or denied,10
ultimatum_response,steering,50372,3.046875,0.0,8,8,numbers in arithmetic expressions,10
ultimatum_response,steering,11328,2.9375,0.0,8,8,could or would be,10
ultimatum_response,steering,22551,2.93359375,0.6047879236700974,8,8,game theory variations,10
ultimatum_response,steering,24257,2.84375,0.0,8,8,guesses out of,10
ultimatum_response,steering,16735,2.8125,0.0,8,8,lines following new lines,10
ultimatum_response,steering,20148,2.771484375,0.2297642170987127,8,8,prevention of future events,10
ultimatum_response,steering,11566,2.765625,0.0,8,8,offering products or services,10
ultimatum_response,steering,31084,2.73046875,3.525123886203992,3,8,willing to,10
ultimatum_response,steering,47380,2.703125,0.0,8,8,user's choice or preference,10
ultimatum_response,steering,36792,2.669921875,1.4035170383377242,8,8,predicting the future,10
ultimatum_response,steering,44244,2.652099609375,1.9254103452354048,8,8,future and past,10
ultimatum_response,steering,5941,2.546875,0.0,8,8,structural delimiters often preceding content,10
ultimatum_response,steering,21112,2.546875,0.0,8,8,deciding to act,10
ultimatum_response,steering,40790,2.53125,0.0,8,8,a good,10
ultimatum_response,steering,13815,2.53125,0.0,8,8,because followed by a reason,10
ultimatum_response,steering,59579,2.515625,2.515625,4,8,cooperation and cooperative,10
ultimatum_response,steering,12826,2.466796875,0.20543124360624743,8,8,verbs followed by it or your,10
ultimatum_response,steering,38281,2.451171875,1.4151937269900927,6,8,encouraging support and engagement,10
ultimatum_response,steering,49065,2.4306640625,1.4918011070205421,8,8,future events,10
ultimatum_response,steering,2031,2.390625,0.06051536478449089,8,8,not condone,10
ultimatum_response,steering,35908,2.359375,0.0,8,8,past tense verbs,10
ultimatum_response,steering,37436,2.3447265625,1.0048742711007257,7,8,action or transaction,10
ultimatum_response,steering,65511,2.3330078125,0.7796461809176222,8,8,guidelines in the future,10
ultimatum_response,steering,51064,2.29296875,1.3352005917154124,6,8,finding similarities,10
ultimatum_response,steering,42295,2.29248046875,1.9041350467096045,8,8,future outcomes and planning,10
ultimatum_response,steering,32861,2.27734375,0.44570637734352364,8,8,additional information and conjunctions,10
ultimatum_response,steering,42474,2.228515625,0.19119687208865205,8,8,sharing portions and equal amounts,10
ultimatum_response,steering,17286,2.220703125,0.06367906401133244,8,8,accepting invitations and meals,10
ultimatum_response,steering,53907,2.19921875,0.16270832499733226,8,8,benefits and disadvantages,10
ultimatum_response,steering,10830,2.197265625,0.24456213612849878,8,8,had a / have a,10
ultimatum_response,steering,39917,2.1875,0.0,8,8,"small, few, limited",10
ultimatum_response,steering,8931,2.15625,0.0,8,8,harmful and unethical statements,10
ultimatum_response,steering,6586,2.15625,0.0,8,8,explaining why,10
ultimatum_response,steering,15708,2.15625,0.0,8,8,things look and seem,10
ultimatum_response,steering,43377,2.15234375,0.10874539771152386,8,8,business operations and decisions,10
ultimatum_response,steering,22040,2.109375,0.0,8,8,choose to,10
ultimatum_response,steering,54718,2.06640625,0.27833230511443063,8,8,"Rapunzel, New York, cabinet, step, fine",10
ultimatum_response,steering,28069,2.0625,0.0,8,8,This means difference,10
ultimatum_response,steering,43503,2.05859375,0.3072558021090692,8,8,similar,10
ultimatum_response,steering,36284,2.046875,0.0,8,8,coin landing on heads,10
ultimatum_response,steering,32828,2.015625,0.0,8,8,explaining why,10
ultimatum_response,steering,48232,1.984375,0.2049199538844375,8,8,"walk away, make, better",10
ultimatum_response,steering,37648,1.9765625,0.0,8,8,sequences of ten,10
ultimatum_response,steering,55396,1.952392578125,1.020909076268148,7,8,making decisions and contributions,10
ultimatum_response,steering,37255,1.9423828125,2.3819764718688177,4,8,"willingness, unwillingness, and need",10
ultimatum_response,steering,39026,1.8984375,0.0,8,8,higher values,10
ultimatum_response,steering,16737,1.8828125,0.0,8,8,be to / is not,10
ultimatum_response,steering,54172,1.859375,0.0,8,8,to + verb,10
ultimatum_response,steering,61240,1.8515625,0.0,8,8,such,10
ultimatum_response,steering,27874,1.8466796875,0.2238501945653244,8,8,linking contrasting states,10
ultimatum_response,steering,32820,1.828125,0.32856648127462346,8,8,low values or levels,10
ultimatum_response,steering,11286,1.7890625,0.0,8,8,one hundred,10
ultimatum_response,steering,63227,1.77734375,1.08184790865488,6,8,encouraging actions,10
ultimatum_response,steering,18868,1.7734375,0.0,8,8,"implement, minimize, maximize",10
ultimatum_response,steering,2590,1.7734375,0.0,8,8,and since then,10
ultimatum_response,steering,28802,1.765625,0.0,8,8,contrast conjunctions like while or although,10
ultimatum_response,steering,46634,1.7578125,0.0,8,8,indicates 'this',10
ultimatum_response,steering,17137,1.7421875,0.0,8,8,technical or code syntax,10
ultimatum_response,steering,7947,1.71875,0.0,8,8,states or conditions,10
ultimatum_response,steering,15844,1.71875,0.0,8,8,affirmative or negative continuations,10
ultimatum_response,steering,61847,1.7041015625,0.02325367363240363,8,8,un- prefix,10
ultimatum_response,steering,34051,1.703125,0.0,8,8,articles following punctuation,10
ultimatum_response,steering,60610,1.685546875,1.306217233347256,5,8,context situations and future,10
ultimatum_response,steering,51844,1.666015625,1.6662606062555114,4,8,signal processing and verification,10
ultimatum_response,steering,20124,1.6611328125,0.1089512928620335,8,8,by/by,10
ultimatum_response,steering,38246,1.65625,0.0,8,8,actions following specific qualifiers,10
ultimatum_response,steering,43743,1.65625,0.0,8,8,10mm or 10-,10
ultimatum_response,steering,53719,1.65625,0.0,8,8,and followed by consequence,10
ultimatum_response,steering,17014,1.6376953125,1.233470343806568,7,8,causes and negative outcomes,10
ultimatum_response,steering,15777,1.623046875,0.9371886690087324,6,8,"inherently good, bad, or malicious",10
ultimatum_response,steering,50493,1.62109375,0.4992517594720498,8,8,example for,10
ultimatum_response,steering,8249,1.603515625,0.09117140638268599,8,8,identifying what things mean,10
ultimatum_response,steering,38887,1.59375,0.0,8,8,it is a,10
ultimatum_response,steering,18345,1.591796875,0.0372120290688626,8,8,the second number,10
ultimatum_response,steering,3078,1.5859375,0.0,8,8,re words,10
ultimatum_response,steering,56334,1.5859375,0.0,8,8,numbers and units,10
ultimatum_response,steering,20426,1.5859375,0.1557609534170069,8,8,predicting future events,10
ultimatum_response,steering,57325,1.583984375,0.29715113596858733,8,8,social dynamics and inclusivity,10
ultimatum_response,steering,50257,1.5830078125,0.21710238538474444,8,8,such a,10
ultimatum_response,steering,2075,1.5712890625,1.9637346113878023,4,8,valuing experiences and people,10
ultimatum_response,steering,44893,1.56640625,0.4477216902430153,8,8,fair price,10
ultimatum_response,steering,51890,1.5546875,0.0,8,8,use bricks to create,10
ultimatum_response,steering,25588,1.5546875,0.0,8,8,quantities and units,10
ultimatum_response,steering,43424,1.5390625,0.0,8,8,"negative prefixes (in-, im-, ir-)",10
ultimatum_response,steering,13615,1.537109375,0.26719292529214145,8,8,sentence terminators,10
ultimatum_response,steering,43934,1.5302734375,0.19006375096570188,8,8,"miss, missed, missing",10
ultimatum_response,steering,35200,1.517578125,0.5766285266648468,7,8,series of positive concepts,10
ultimatum_response,steering,63947,1.515625,0.058070581044212914,8,8,clause boundaries,10
ultimatum_response,steering,8641,1.515625,0.0,8,8,units of measurement,10
ultimatum_response,steering,16286,1.5,0.0,8,8,verb + following word,10
ultimatum_response,steering,13312,1.4921875,0.0,8,8,intensifier + adjective,10
ultimatum_response,steering,42086,1.484375,0.0,8,8,sentence-ending punctuation,10
ultimatum_response,steering,11028,1.478515625,0.39406202759438375,8,8,"killers, murderers, maintainers, developers",10
ultimatum_response,steering,44546,1.4765625,1.906233990711463,3,8,interaction with/between,10
ultimatum_response,steering,46490,1.46875,0.0,8,8,chemical formulas with numbers,10
ultimatum_response,steering,42735,1.453125,0.0,8,8,considering given since,10
ultimatum_response,steering,58312,1.4521484375,0.19046474036360994,8,8,referring to it or them,10
ultimatum_response,steering,6270,1.4453125,0.0,8,8,quantities and units,10
ultimatum_response,steering,5033,1.44384765625,1.3041171351930305,5,8,ability and ations,10
ultimatum_response,steering,34154,1.435546875,0.0919214580136726,8,8,listing followed by detail,10
ultimatum_response,steering,3049,1.4287109375,0.08996573749678176,8,8,repository usage and context,10
ultimatum_response,steering,49872,1.42529296875,0.3133377290647335,8,8,balance and navigate actions,10
ultimatum_response,steering,17497,1.4228515625,0.0025837415147115144,8,8,excess or disproportionate amounts,10
ultimatum_response,steering,61823,1.4208984375,0.2307148282408715,8,8,conjunctions and relative clauses,10
ultimatum_response,steering,62368,1.40625,0.15939223252424348,8,8,offering to,10
ultimatum_response,steering,51865,1.4033203125,0.0990477041272088,8,8,i followed by comma or conjunction,10
ultimatum_response,steering,44308,1.3984375,0.0,8,8,percentage values and ratios,10
ultimatum_response,steering,37667,1.39599609375,0.32867059307061475,8,8,can also lead/perpetuate/be,10
ultimatum_response,steering,42477,1.388671875,0.0983374677747977,8,8,overly helpful,10
ultimatum_response,steering,55167,1.3857421875,0.11006600220462535,8,8,contrasting or alternative circumstances,10
ultimatum_response,steering,33200,1.384765625,0.32627711625518097,8,8,stingy,10
ultimatum_response,steering,60090,1.383819580078125,1.1165762105061834,8,8,propose and suggest ideas,10
ultimatum_response,steering,31907,1.380859375,0.7015226968803513,8,8,creating or providing outcomes,10
ultimatum_response,steering,4156,1.375,1.375,4,8,game theory and related phrases,10
ultimatum_response,steering,6946,1.375,0.0,8,8,"two women, hell, column",10
ultimatum_response,steering,5254,1.375,0.0,8,8,is a / is not a,10
ultimatum_response,steering,26215,1.3740234375,0.5864442795401547,8,8,manipulation or coercion,10
ultimatum_response,steering,24471,1.37353515625,0.380503326662136,8,8,end of clause or list item,10
ultimatum_response,steering,42628,1.3671875,0.0,8,8,answer or reply,10
ultimatum_response,steering,58809,1.3671875,0.0,8,8,accounting forcurrently only make upThese include,10
ultimatum_response,steering,38412,1.3671875,0.0,8,8,"delete, remove, or kill",10
ultimatum_response,steering,63033,1.359375,0.0,8,8,repetitive dialogue or common phrases,10
ultimatum_response,steering,46082,1.359375,0.0,8,8,share or divide,10
ultimatum_response,steering,8449,1.359375,0.030257682392245445,8,8,encouragement and guidance,10
ultimatum_response,steering,21450,1.3583984375,1.056613096770568,5,8,in relationships and interactions,10
ultimatum_response,steering,50916,1.3525390625,1.121896914637327,8,8,message clear,10
ultimatum_response,steering,17905,1.3359375,0.0,8,8,requesting specific items,10
ultimatum_response,steering,49395,1.3359375,0.0,8,8,content generation requests,10
ultimatum_response,steering,1924,1.3359375,0.0,8,8,labels followed by colon,10
ultimatum_response,steering,37116,1.3359375,1.7246878963579904,3,8,potentially negative outcomes,10
ultimatum_response,steering,4315,1.3359375,0.0,8,8,some research studies,10
